Incident Number,Area,Completed Incident Date,Land Type,Waste Type,Incident Size,Overall Environmental Impact
13159140703,East Anglia,11/21/2017,Footpath / Bridleway,Other (unidentified),Other single item,3
17159583007,Kent South London and East Sussex,11/21/2017,Private - Residential,Construction/demolition/excavation,Tipper lorry load,4
13159994703,East Anglia,11/23/2017,Council Land,Other commercial waste,Tipper lorry load,3
24157313114,Yorkshire,11/25/2017,Watercourse / Bank,Tyres,Transit van load,3
13157708003,East Anglia,11/28/2017,Private - Residential,Construction/demolition/excavation,Significant/multiple loads,3
16156984506,Hertfordshire and North London,11/28/2017,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
18157291908,Lincolnshire and Northamptonshire,11/28/2017,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
13157631903,East Anglia,11/30/2017,Agricultural,Construction/demolition/excavation,Significant/multiple loads,3
17157644507,Kent South London and East Sussex,12/1/2017,Agricultural,Tyres,Small van load,3
36161049015,Yorkshire,12/1/2017,Private - Residential,Construction/demolition/excavation,Other single item,4
24152356114,Yorkshire,12/5/2017,Footpath / Bridleway,Black bags - house hold,Small van load,4
16152091806,Hertfordshire and North London,12/6/2017,Highway,Other commercial waste,Tipper lorry load,3
436151151974,Hertfordshire and North London,12/6/2017,Highway,Other commercial waste,Tipper lorry load,3
16153691306,Hertfordshire and North London,12/7/2017,Highway,"Chemical drums, oil or fuel",Small van load,4
16154582306,Hertfordshire and North London,12/8/2017,Highway,Other commercial waste,Significant/multiple loads,3
16154939706,Hertfordshire and North London,12/8/2017,Highway,Other commercial waste,Significant/multiple loads,3
17154972607,Kent South London and East Sussex,12/8/2017,Other (Unidentified),Other (unidentified),Car boot load or less,4
36131046425,Hertfordshire and North London,12/8/2017,Highway,Construction/demolition/excavation,Tipper lorry load,3
16152705006,Hertfordshire and North London,12/8/2017,Highway,Other commercial waste,Tipper lorry load,3
16157219106,Hertfordshire and North London,12/8/2017,Agricultural,Other commercial waste,Tipper lorry load,3
16156273406,Hertfordshire and North London,12/8/2017,Agricultural,Construction/demolition/excavation,Significant/multiple loads,3
16157912906,Hertfordshire and North London,12/11/2017,Commercial / Industrial,White goods,Significant/multiple loads,3
14154202204,East Midlands,12/11/2017,Watercourse / Bank,White goods,Other single item,4
12152590002,"Devon, Cornwall and the Isles of Scilly",12/12/2017,Council Land,Tyres,Tipper lorry load,3
16154211206,Hertfordshire and North London,12/13/2017,Highway,Other commercial waste,Significant/multiple loads,3
21157290611,Thames,12/14/2017,Footpath / Bridleway,"Chemical drums, oil or fuel",Small van load,3
11158003001,Cumbria and Lancashire,12/14/2017,Watercourse / Bank,Construction/demolition/excavation,Other single item,3
13158195203,East Anglia,12/15/2017,Agricultural,Black bags - house hold,Small van load,3
17151969007,Kent South London and East Sussex,12/18/2017,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,4
16152999406,Hertfordshire and North London,12/18/2017,Watercourse / Bank,Vehicle parts,Other single item,3
16154079006,Hertfordshire and North London,12/20/2017,Highway,Construction/demolition/excavation,Significant/multiple loads,3
16157032306,Hertfordshire and North London,12/20/2017,Highway,Construction/demolition/excavation,Significant/multiple loads,3
16155744506,Hertfordshire and North London,12/20/2017,Highway,Construction/demolition/excavation,Tipper lorry load,3
21151309811,Thames,12/20/2017,Highway,Other commercial waste,Car boot load or less,4
16151835806,Hertfordshire and North London,12/20/2017,Highway,Construction/demolition/excavation,Tipper lorry load,3
16157038506,Hertfordshire and North London,12/20/2017,Highway,Construction/demolition/excavation,Tipper lorry load,3
16156568806,Hertfordshire and North London,12/20/2017,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
16156993206,Hertfordshire and North London,12/20/2017,Highway,Other commercial waste,Tipper lorry load,3
236171143397,Yorkshire,12/21/2017,Other (Unidentified),White goods,Significant/multiple loads,3
13157432103,East Anglia,12/27/2017,Other (Unidentified),Construction/demolition/excavation,Tipper lorry load,3
13157720503,East Anglia,12/29/2017,Agricultural,Construction/demolition/excavation,Significant/multiple loads,3
136151144152,Hertfordshire and North London,1/2/2018,Highway,Other commercial waste,Tipper lorry load,3
13158402403,East Anglia,1/2/2018,Agricultural,Other commercial waste,Tipper lorry load,3
13151325203,East Anglia,1/3/2018,Agricultural,Construction/demolition/excavation,Tipper lorry load,3
15151765705,Greater Manchester Merseyside and Cheshire,1/4/2018,Council Land,"Chemical drums, oil or fuel",Small van load,3
24151907514,Yorkshire,1/5/2018,Highway,Construction/demolition/excavation,Small van load,4
13153893503,East Anglia,1/8/2018,Agricultural,Construction/demolition/excavation,Significant/multiple loads,3
13153955303,East Anglia,1/9/2018,Commercial / Industrial,Construction/demolition/excavation,Small van load,3
13153170203,East Anglia,1/9/2018,Highway,Construction/demolition/excavation,Tipper lorry load,3
13154954903,East Anglia,1/9/2018,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
13155053503,East Anglia,1/9/2018,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
13155084503,East Anglia,1/9/2018,Council Land,Construction/demolition/excavation,Tipper lorry load,3
33615850711,East Anglia,1/9/2018,Council Land,Construction/demolition/excavation,Tipper lorry load,3
13157312903,East Anglia,1/9/2018,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
13157320403,East Anglia,1/9/2018,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
16158621606,Hertfordshire and North London,1/10/2018,Commercial / Industrial,Black bags - house hold,Significant/multiple loads,3
13150763703,East Anglia,1/10/2018,Highway,Construction/demolition/excavation,Tipper lorry load,3
11151352601,Cumbria and Lancashire,1/11/2018,Watercourse / Bank,Asbestos,Car boot load or less,3
24150384114,Yorkshire,1/18/2018,Agricultural,White goods,Tipper lorry load,4
13151369303,East Anglia,1/22/2018,Highway,Construction/demolition/excavation,Tipper lorry load,3
16151357006,Hertfordshire and North London,1/22/2018,Highway,Construction/demolition/excavation,Tipper lorry load,3
16151188306,Hertfordshire and North London,1/22/2018,Highway,Green,Tipper lorry load,3
13151709003,East Anglia,1/22/2018,Private - Residential,Other (unidentified),Tipper lorry load,3
15151739405,Greater Manchester Merseyside and Cheshire,1/25/2018,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
23151922613,West Midlands,1/25/2018,Highway,Other (unidentified),Tipper lorry load,4
16152315306,Hertfordshire and North London,1/25/2018,Watercourse / Bank,"Chemical drums, oil or fuel",Other single item,3
14151866904,East Midlands,1/26/2018,Highway,Other commercial waste,Tipper lorry load,3
14151869404,East Midlands,1/26/2018,Highway,Other commercial waste,Tipper lorry load,3
14151148904,East Midlands,1/26/2018,Highway,Other commercial waste,Tipper lorry load,3
14151866604,East Midlands,1/26/2018,Highway,Other commercial waste,Tipper lorry load,3
17153328507,Kent South London and East Sussex,1/26/2018,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
16153156206,Hertfordshire and North London,1/29/2018,Private - Residential,Other house hold waste,Significant/multiple loads,3
16154468706,Hertfordshire and North London,1/29/2018,Council Land,Other house hold waste,Significant/multiple loads,4
24151892414,Yorkshire,1/29/2018,Footpath / Bridleway,Asbestos,Single black bag,4
23151722813,West Midlands,1/31/2018,Agricultural,Other commercial waste,Significant/multiple loads,3
24152068014,Yorkshire,2/1/2018,Highway,Other commercial waste,Tipper lorry load,3
16151664406,Hertfordshire and North London,2/1/2018,Agricultural,Other (unidentified),Small van load,3
23157339813,West Midlands,2/2/2018,Other (Unidentified),Black bags - house hold,Tipper lorry load,3
23157178313,West Midlands,2/5/2018,Watercourse / Bank,Vehicle parts,Single black bag,4
17158707207,Kent South London and East Sussex,2/6/2018,Highway,Other commercial waste,Single black bag,3
16158841206,Hertfordshire and North London,2/6/2018,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
17152311607,Kent South London and East Sussex,2/6/2018,Other (Unidentified),"Chemical drums, oil or fuel",Car boot load or less,4
17151949507,Kent South London and East Sussex,2/6/2018,Watercourse / Bank,"Chemical drums, oil or fuel",Small van load,3
16152665906,Hertfordshire and North London,2/7/2018,Agricultural,Construction/demolition/excavation,Tipper lorry load,3
17151849207,Kent South London and East Sussex,2/8/2018,Watercourse / Bank,"Chemical drums, oil or fuel",Transit van load,3
24152155814,Yorkshire,2/8/2018,Other (Unidentified),"Chemical drums, oil or fuel",Other single item,4
17152143707,Kent South London and East Sussex,2/12/2018,Other (Unidentified),"Chemical drums, oil or fuel",Small van load,3
14154525904,East Midlands,2/12/2018,Highway,"Chemical drums, oil or fuel",Transit van load,4
336141349749,Hertfordshire and North London,2/12/2018,Council Land,Other house hold waste,Small van load,3
21152415011,Thames,2/13/2018,Watercourse / Bank,"Chemical drums, oil or fuel",Tipper lorry load,3
23155829313,West Midlands,2/15/2018,Other (Unidentified),Vehicle parts,Single black bag,3
17157384107,Kent South London and East Sussex,2/15/2018,Watercourse / Bank,Green,Car boot load or less,4
17157425507,Kent South London and East Sussex,2/16/2018,Watercourse / Bank,Construction/demolition/excavation,Car boot load or less,4
16157297206,Hertfordshire and North London,2/16/2018,Private - Residential,Black bags - house hold,Significant/multiple loads,3
24157230514,Yorkshire,2/21/2018,Other (Unidentified),Green,Tipper lorry load,3
17156550607,Kent South London and East Sussex,2/21/2018,Railway,Animal Carcass,Small van load,4
19157300509,North East,2/22/2018,Footpath / Bridleway,Construction/demolition/excavation,Transit van load,3
12157487702,"Devon, Cornwall and the Isles of Scilly",2/23/2018,Commercial / Industrial,Other house hold waste,Significant/multiple loads,3
16156360906,Hertfordshire and North London,2/26/2018,Private - Residential,Black bags - house hold,Significant/multiple loads,3
18156423208,Lincolnshire and Northamptonshire,2/26/2018,Highway,"Chemical drums, oil or fuel",Small van load,3
22159217712,Wessex,2/27/2018,Footpath / Bridleway,Other commercial waste,Transit van load,2
23159273713,West Midlands,2/27/2018,Watercourse / Bank,Other (unidentified),Other single item,4
16159285006,Hertfordshire and North London,2/28/2018,Highway,Black bags - house hold,Significant/multiple loads,3
16159359806,Hertfordshire and North London,2/28/2018,Highway,Construction/demolition/excavation,Tipper lorry load,3
13159395703,East Anglia,3/1/2018,Council Land,Other commercial waste,Tipper lorry load,3
13157250603,East Anglia,3/1/2018,Commercial / Industrial,Other commercial waste,Tipper lorry load,3
13157938403,East Anglia,3/1/2018,Commercial / Industrial,Construction/demolition/excavation,Tipper lorry load,3
13158052403,East Anglia,3/1/2018,Commercial / Industrial,construction/demolition/excavation,Tipper lorry load,3
16158365406,Hertfordshire and North London,3/1/2018,Highway,Other commercial waste,tipper lorry load,3
13158398503,East Anglia,3/1/2018,Highway,Other commercial waste,Tipper lorry load,3
13158451803,East Anglia,3/1/2018,Highway,Other commercial waste,Tipper lorry load,3
16158455406,Hertfordshire and North London,3/1/2018,Highway,Other commercial waste,Tipper lorry load,3
13158754203,East Anglia,3/1/2018,Agricultural,Other commercial waste,Significant/multiple loads,3
13158873603,East Anglia,3/5/2018,Highway,Construction/demolition/excavation,Significant/multiple loads,3
13157978603,East Anglia,3/5/2018,Private - Residential,Other commercial waste,Tipper lorry load,3
436161143677,East Anglia,3/5/2018,Highway,Other commercial waste,Tipper lorry load,3
436151143577,East Anglia,3/5/2018,Highway,Other commercial waste,Tipper lorry load,3
13157979503,East Anglia,3/5/2018,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
17159586207,Kent South London and East Sussex,3/5/2018,Commercial / Industrial,Construction/demolition/excavation,Significant/multiple loads,3
17159170007,Kent South London and East Sussex,3/5/2018,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
17158398107,Kent South London and East Sussex,3/5/2018,Commercial / Industrial,Other commercial waste,Tipper lorry load,3
526001042977,Kent South London and East Sussex,3/5/2018,Commercial / Industrial,Other commercial waste,Significant/multiple loads,3
21159512511,Thames,3/5/2018,Footpath / Bridleway,Vehicle parts,Other single item,3
20148124110,Hertfordshire and North London,3/5/2018,Commercial / Industrial,Black bags - house hold,Significant/multiple loads,3
